id	loc	bytes	jp	en	edited_en
1136	14:$5BE1	16	ナギ「もれちゃうーーーっ！！」	Nagi: I'm gonna wet myself!!	
1137	14:$5BF2	18	<cF2><cF0>ナギ「まにあった・・・」<mode1>ッ<mode0>	<cF2><cF0>Nagi: We made it...<mode1><$78><mode0>	
1138	14:$5C05	21	<cF2><cF1>   そして、つぎのあさ・・・<mode1>ッ<mode0>	<cF2><cF1> The next morning...<mode1><$78><mode0>	
1139	14:$5C1B	62	むらおさ「<name>さん・・・<end><br> あなたが ききたいことは<br> わかっとるつもりです。<end><brk> こんばん ここに きてくだされ」	Chief: <name>, I believe I<br> know what it is you want to<br> ask.<end><brk> Please come here tonight.	
1140	14:$5C5A	24	おかみ「おや？ とまりかい？<br> めずらしいね」	Innkeeper: Oh? Staying the<br> night? That's unusual.	
1141	14:$5C73	108	むらおさ「ま、まて！<br> おどろかんでくれ！<end><br> わしじゃ。むらおさじゃよ。<end><brk> こんなスガタだが りせいは ある。<br> あんたたちを おそったりは せん。<end><brk> こっちにきて わしのはなしを<br> きいてくれ」	Chief: W-wait! Don't be<br> alarmed!<end><brk> It's me, the village chief.<end><brk> I may look like this, but I'm<br> still in control of myself.<end><brk> I won't hurt you.<end><brk> Come closer and hear me out.	
1142	14:$5CE0	433	むらおさ「わしらは、つきかげをあびて<br> へんしんするタイシツをもった<br> いちぞくなんじゃ<end><brk> うみのむこうでは バンパイヤとか<br> よばれているらしいがの。<end><brk> わしらは このタイシツのせいで<br> こんな ひとめのつかない ばしょで<br> かくれるように すんでいるのじゃ。<end><brk> オロチのこと・・・<br> いけにえのこと・・・<br> クヨウとうげのこと・・・<end><brk> これらについて はなすのは<br> カンベンしてくだされ。<end><brk> こうしていることも オロチには<br> たぶん つつぬけなんじゃ・・・<end><brk> じんじゃの さいせんばこの したに<br> まきものがある。<end><brk> それをよめば『りゅうの あぎと』は<br> ひらくはず ですじゃ。<end><brk> <name>さん おねがいします！<br> フミを たすけてくだされ！<end><brk> フミを たすければ いけにえの<br> シキタリも たちきれます。<end><brk> どうか フミを むらの のろわれた<br> サダメから すくってくだされ！」	Chief: When moonlight falls on<br> us, we transform.<end><brk> It is a trait our clan<br> carries.<end><brk> Across the sea, I hear they<br> call us the moon-cursed.<end><brk> Because of this trait, we<br> live here in hiding, far from<br> prying eyes.<end><brk> Orochi... the sacrifices...<br> Kuyo Pass...<end><brk> Please forgive me, but I<br> cannot speak of these<br> things.<end><brk> Even this conversation is<br> probably reaching Orochi's<br> ears...<end><brk> There is a scroll beneath the<br> offering box at the shrine.<end><brk> Read it, and Dragon's Maw<br> should open.<end><brk> <name>, I beg you! Please<br> save Fumi!<end><brk> If you save her, we can end<br> the custom of sacrifice.<end><brk> Please free Fumi from this<br> village's cursed fate!	
1143	14:$5E92	32	むらおさ「ん？ もういちど わしの<br> はなしをききますかの？」	Chief: Hmm? Would you like to<br> hear my story once more?	
1144	14:$5EB3	21	<cEC:08>はなしをききますか？<br>▶はい<br> いいえ	<cEC:08>Hear the story?<br><$81>Yes<br>  No	
1145	14:$5ECC	93	ぱしりのゴン「うーっ こどものうちは<br> ほっさがおこるだけで へんしん<br> しちゃうんだなー。<end><brk> で、かいぶつになると なにも<br> おぼえていないんだなー。うーーっ」	Gon: Urgh... While they're<br> children, a single fit can<br> make them transform.<end><brk> And when they become<br> monsters, they don't<br> remember a thing. Urrrgh.	
1146	14:$5F2A	96	だいくのキンジ「オトナになれば<br> ほっさもおきないし、へんしんしても<br> りせいを うしなわなくなるんだ。<end><brk> うちのあんちゃんみたいに なかなか<br> なおらないひとも いるけど・・・」	Kinji: Once you become an<br> adult, the fits stop,<end><brk> and you stay in control<br> even when transformed.<end><brk> Some people take a while to<br> change back, like my<br> brother...	
1147	14:$5F8B	69	ロクロウ「ナギやタグラに おそわれ<br> ないよう きをつけるんだな。<end><brk> こどもたちは へんしんちゅうは<br> りせいが ないからな」	Rokuro: Be careful Nagi and<br> Tagura don't attack you.<end><brk> Children lose control when<br> they transform.	
1148	14:$5FD1	68	かんぬし「わしらは リーバしんこう<br> には えんどおいが・・・<end><brk> それでも クロンのかぜが<br> ふくことを いのりますぞ」	Priest: We don't follow the<br> Reeva faith...<end><brk> but I'll still pray for<br> Kron's wind to guide you.	
1149	14:$6016	51	おかみ「ケヤキちゃんのこと さがさ<br> ないでね。<end><name>さんには<br> みられたくないと おもうから・・」	Innkeeper: Don't go looking<br> for Keyaki.<end><brk> I don't think she wants you<br> to see her, <name>...	
1150	14:$604A	28	<cEC:08>さいせんばこを しらべますか？<br>▶はい<br> いいえ	<cEC:08>Search the offering box?<br><$81>Yes<br>  No	
1151	14:$606A	17	<name>は さいせんばこを しらべた	<name> searched the<br> offering box.	
1152	14:$607C	37	コッパ「・・・まきもの あった？<end><br> え？ ないって？！<end> そんなっ！」	Koppa: ...Was the scroll<br> there?<end><brk> What? It's gone?! No way!	
1153	14:$60A2	66	おかみ「<name>さん。あの・・・<br> ケヤキちゃんなんだけど・・・<end><brk> ゆうべから もどってこないのよ。<br> どこいったのかしら？」	Innkeeper: <name>... It's<br> about Keyaki...<end><brk> She hasn't come back since<br> last night. I wonder where<br> she went.	
1154	14:$60E5	33	おかみ「ケヤキちゃん どこ<br> いっちゃったんだろうねえ・・・」	Innkeeper: I wonder where<br> Keyaki could have gone off<br> to...	
1155	14:$6107	31	フミのはは「<name>さん・・・<br> フミのこと おねがいします・・」	Fumi's Mom: <name>...<br> Please, take care of Fumi...	
1156	14:$6127	51	ぱしりのゴン「そこにいるのが<br> コッパなのか？<end> うーーっ<br> やっぱ くさそうだな・・・」	Gon: So that's Koppa?<end><brk> Urgh... He looks as stinky as<br> I expected...	
1157	14:$615B	97	ロクロウ「のろわれた このカラダを<br> みられるたびに われわれのせんぞは<br> にげかくれてきた。<end><brk> そして いつしか このひみつを<br> まもることが 『テツのおきて』と<br> なったのだ」	Rokuro: Whenever our<br> ancestors' cursed bodies<br> were seen, they fled and hid.<end><brk> In time, protecting this<br> secret became our ironclad<br> law.	
1158	14:$61BD	54	タグラ「きのうの よるのこと？<end><br> いつも ぐっすりと ねてるよ。<br> へんなゆめを みるけどね・・・」	Tagura: Last night?<end><brk> I always sleep soundly,<br> though I have strange<br> dreams...	
1159	14:$61F4	97	ナギ「『ふつう』や『むずかしい』へ<br> いくには そうこのいりぐちのよこの<br> カンバンに ちずがかいてあるから、<end><brk> それをみれば わかるよ。<br> フミちゃんのこと たのんだぜ！」	Nagi: To reach Normal or Hard,<br> check the map on the sign<end><brk> beside the Warehouse<br> entrance.<end><brk> It'll show you the way. We're<br> counting on you to save<br> Fumi!	
1160	14:$6256	58	だいくのキンジ「ばあちゃん。そうこを<br> つくったから またハラが へっち<br> まったよ。くいもン ないかい？」	Kinji: Gran, building that<br> Warehouse made me hungry<br> again.<end><brk> Got anything to eat?	
1161	14:$6291	36	うらないオババ「ないねえ。<br> くさったおにぎり ぐらいしか・・」	Old Seer: Nope. Nothing but a<br> Rotten Onigiri...	
1162	14:$62B6	15	ケヤキ「あっ きがついた！」	Keyaki: Oh, you're awake!	
1163	14:$62C6	49	おかみ「ここは、ツキカゲむらだよ。<end><br> あんた、ここを でていったんじゃ<br> ないのかい？」	Innkeeper: You're in Moonlight<br> Village.<end><brk> Didn't you leave?	
1164	14:$62F8	30	ケヤキ「え？<end> むらから でられなく<br> なっちゃったの！」	Keyaki: What?<end><brk> You can't leave the village?!	
1165	14:$6317	32	おかみ「カッコよくでていったわりには<br> なんだかねえ・・・」	Innkeeper: You made such a<br> grand exit, and now look at<br> you...	
1166	14:$6338	77	むらおさ「おお、どうしたのじゃ！<end><br> なに？ ツキカゲむらから<br> でられンじゃと？<end><brk> うむむむ。フシギなことが<br> おこるもんじゃ・・・」	Chief: Oh, what's wrong?<end><brk> What? You can't leave<br> Moonlight Village?<end><brk> Hmm. How strange...	
1167	14:$6386	125	かんぬし「なにっ！<br> むらから でれんとなっ！ うーむ。<end><brk> わしは、ダンジョンを たびする<br> ものに いつも じょげんを<br> あたえておる。<end><brk> なにについて ききたい？<end><br> ・・・と、いいたいところだが<br> これは、わしにもわからん」	Priest: What! You can't leave?<br> Hmm.<end><brk> I offer guidance to those who<br> venture into dungeons.<end><brk> What would you like to know?<end><brk> ...is what I would say, but<br> even I don't understand this.	
1168	14:$6404	57	フミのははおや「あっ <name>さん。<end><br> そのせつは ほんとうにおせわに・・<br> どうも ありがとうございました」	Fumi's Mom: Oh, <name>.<end><brk> Thank you again for<br> everything you did for us.	
1169	14:$643E	34	ぱしりのゴン「うーーっ なんだ。<br> あんた かえってきたのか」	Gon: Urgh... Oh, it's you.<br> You're back.	
1170	14:$6461	69	ロクロウ「あれ？ もどってきたのか？<end><brk> そうか！ あんたも このむらの<br> にんげんになる けっしんが<br> ついたんだな。よしよし」	Rokuro: Huh? You're back?<end><brk> I see! You've decided to<br> become one of us. Good, good.	
1171	14:$64A7	41	だいくのマサ「あれ？ <name>さん<br> じゃないの。<end>どしたのよ<br> いったい・・・」	Masa: Huh? <name>?<end><brk> What are you doing here...?	
1172	14:$64D1	62	だいくのキンジ「<nop>、<name>さん！<br> どうして・・・<end><brk> あっ・・・まさか ケヤキちゃんを<br> むかえに きたんじゃ・・・」	Kinji: <nop>, <name>! What are<br> you doing...<end><brk> Wait... Don't tell me you<br> came back for Keyaki...	
1173	14:$6510	55	うらないオババ「ん？ どしたんじゃ？<end><br> あ！ まさか・・・<end>わしに<br> あいにきたのかの・・・ポッ」	Old Seer: Hm? What's wrong?<end><brk> Oh! Could it be... You came<br> to see me...? Tee hee.	
1174	14:$6548	27	タグラ「あ、おにいちゃんだ！<br> わーい わーい！」	Tagura: Hey, it's you! Hooray!	
1175	14:$6564	27	フミ「あっ・・・どうしたの？<br> ・・・わすれもの？」	Fumi: Oh... what is it?<br> ...Forget something?	
1176	14:$6580	56	ナギ「あれ？ にいちゃんたち・・・<end><br> わかった！ モレそうに なったんで<br> ひきかえして きたんだろ！」	Nagi: Huh? You guys...<end><brk> I know! You had to pee so<br> bad you turned back!	
1177	14:$65B9	10	ケヤキ「<name>さーん！」	Keyaki: <name>! Wait!	
1178	14:$65C4	11	ケヤキ「はい これ！」	Keyaki: Here, take this!	
1179	14:$65D0	12	<name>は<br><cE3:06>を もらった。	<name> received <cE3:06>.	
1180	14:$65DD	63	ケヤキ「でられるといいわね。<end><br> ・・・けど、わたし <name>さんが<br> むらに もどってきて・・・<end><brk> うれしかった・・・」	Keyaki: I hope you find a way<br> out.<end><brk> ...But I was happy. Happy<br> that you came back to the<br> village, <name>.	
1181	14:$661D	26	こどもたち「ヒューヒューッ！！<br> あついねぇー！」	Children: Ooh la la! Things<br> are heating up!	
1182	14:$6638	29	コッパ「ちぇ、ひやかしてやがる。<br> <name>、いこうぜ！」	Koppa: Tch, they're just<br> teasing us. Come on,<br> <name>!	
1183	14:$6656	33	ケヤキ「・・・だいじょうぶ？<end><br> あまり ムリしないでね」	Keyaki: ...Are you okay?<end><brk> Don't push yourself too hard.	
1184	14:$6678	51	おかみ「また もどってきたのかい？<br> あんた、このむらが よっぽど<br> すきなンだねえ・・・」	Innkeeper: Back again? You<br> must really like this<br> village...	
1185	14:$66AC	48	むらおさ「まだ でられんのか！<end><br> うーむ フシギなことが おこる<br> もんじゃ・・・」	Chief: You still can't leave?<end><brk> Hmm. How strange...	
1186	14:$66DD	65	だいくのマサ「え？ こんどきたら<br> ウチを たててやる？<end><br> おれ そんなこと いったっけ？<end><brk> ま、まあ そのうちな・・・」	Masa: Huh? I said I'd build<br> you a house next time you<br> came?<end><brk> Did I really say that?<end><brk> W-well... maybe someday.	
1187	14:$671F	52	うらないオババ「・・・で、わしと<br> あんたの しゅうげんは いつに<br> するのかの？・・・ポッ」	Old Seer: ...So, when are you<br> and I getting married? ...Tee<br> hee.	
1188	14:$6754	16	フミ「・・・また わすれもの？」	Fumi: ...Forgot something<br> again?	
1189	14:$6765	39	ナギ「またかい？<end> あんまり ガマン<br> すると からだに よくないぜ」	Nagi: Again?<end><brk> It's bad for you to hold it<br> in that long.	
1190	14:$678D	82	だいくのキンジ「・・・<name>さんは<br> ケヤキちゃんのこと むかえにきたん<br> じゃ なかったの？<end><brk> じゃ、ケヤキちゃん どうして<br> あんなに あかるく・・・」	Kinji: ...Didn't you come back<br> for Keyaki, <name>?<end><brk> Then why is she acting so<br> cheerful...?	
1191	14:$67E0	10	ケヤキ「<name>さーん！」	Keyaki: <name>! Wait!	
1192	14:$67EB	137	ケヤキ「はい これ！<end> しきべつの<br> うでわっていう ものらしいの。<br> ずいぶん やくにたつって・・・<end>え？<end><brk> こっちには もっていけないの？！<end><br> そっかぁ・・・ざんねんね。<end><brk> わたし おうえんするぐらいしか<br> できないけど・・・<end>がんばってね！」	Keyaki: Here, take this!<br> Apparently it's called an ID<br> Bracer.<end><brk> They say it's really<br> useful... Huh?<end><brk> You can't take it with you?!<end><brk> Oh... that's too bad.<end><brk> I know cheering you on isn't<br> much, but... good luck!	
1193	14:$6875	20	だいくのキンジ「ケヤキちゃん・・・」	Kinji: Keyaki...	
1194	14:$688A	59	おかみ「さっき キンジが ここきてさ<br> 『<name>さんに はなしがあるから<br> じんじゃ まで くるように』って」	Innkeeper: Kinji stopped by<br> earlier looking for you,<br> <name>.<end><brk> He wants you to meet him at<br> the shrine.	
1195	14:$68C6	55	コッパ「おい <name>、あそこ！<end><br> あれ？ ケヤキちゃんも いるぜ。<br> なにか はなしているみたいだけど」	Koppa: Hey, <name>! Over<br> there!<end><brk> Huh? Keyaki's there too.<br> Looks like they're talking.	
1196	14:$68FE	33	<cF4>だいくのキンジ「いや そんでね、<br> じつは さあ・・・」	<cF4>Kinji: No, listen, the thing<br> is...	
1197	14:$6920	10	ケヤキ「・・・・・」	Keyaki: .....	
1198	14:$692B	16	だいくのキンジ「なあ・・・」	Kinji: So...	
1199	14:$693C	19	だいくのキンジ「ね、どしたの？」	Kinji: Hey, what's wrong?	
1200	14:$6950	10	ケヤキ「・・・え？」	Keyaki: ...Huh?	
1201	14:$695B	48	だいくのキンジ「いつもは もっと<br> しゃべるのにさ・・・なんか<br> <name>さん みたいだよ？」	Kinji: You're usually much<br> chattier than this... You're<br> acting like <name> today.	
1202	14:$698C	42	ケヤキ「・・・・・・<end><br> そういって もらえるの・・・<br> すごく うれしい・・・」	Keyaki: ......<end><brk> Hearing you say that...<br> makes me so happy...	
1203	14:$69B7	45	だいくのキンジ「ほんとうに スキだと<br> そのひとの クセって うつるんだ<br> よね」	Kinji: When you really love<br> someone, you start picking<br> up their habits.	
1204	14:$69E5	46	だいくのキンジ「・・・やっぱり<br> ケヤキちゃんは <name>さんの<br> ことを・・・<end>けどさ」	Kinji: ...So Keyaki really<br> does have feelings for<br> <name>...<end><brk> But still...	
1205	14:$6A14	57	ケヤキ「・・・<name>さんは ここの<br> にんげんじゃない。そして、ツキカゲ<br> むらを でていこうとしている・・」	Keyaki: ...<name> isn't from<br> here.<end><brk> And he intends to leave<br> Moonlight Village...	
1206	14:$6A4E	178	だいくのキンジ「そ、そうさ。<br> まあ、いまは『でれない！』なんて<br> ダサいこと いってるけど・・・<end><brk> けど、オロチを たおすほどの<br> ひとだ。いつかは だっしゅつできる<br> だろうぜ。<end><brk> なのに ケヤキちゃんは、いつも<br> わらって みおくっている・・・<end><brk> どうして？ もう いっしょう<br> あえないかも しれないンだぜ？！」	Kinji: R-right.<end><brk> Sure, right now he's stuck<br> here because he can't get<br> out...<end><brk> But he defeated Orochi.<end><brk> I'm sure he'll escape<br> someday.<end><brk> And yet Keyaki always sees<br> him off with a smile...<end><brk> Why? She may never see him<br> again!	
1207	14:$6B01	179	ケヤキ「・・・わたしだって<br> いっしょに ついていきたい、って<br> なんども おもったけど・・・<end><brk> けど ついていっても きっと<br> メイワクかける だけだろうし、<br> それに・・・<end><brk> わたし このむらでしか いきて<br> いけないし・・・<end><br> だから あきらめよう、って・・・<end><brk> スパーッと あきらめて なにもかも<br> わすれよう、って・・・」	Keyaki: ...I've thought about<br> going with him so many<br> times...<end><brk> But I'd probably only be a<br> burden, and besides...<end><brk> I can only survive in this<br> village...<end><brk> So I told myself to give up.<end><brk> To let him go and forget<br> everything...	
1208	14:$6BB5	62	だいくのキンジ「ケヤキちゃん いつも<br> えがおで みおくってるけど・・・<end><br> やっぱり おなかンなかでは・・」	Kinji: Keyaki always sees him<br> off with a smile, but...<end><brk> Deep down, she must...	
1209	14:$6BF4	20	だいくのキンジ「あ ケヤキちゃん！」	Kinji: Oh, Keyaki!	
1210	14:$6C09	52	だいくのキンジ「うーん すごい！<br> おれ かんどう しちゃった！<br> ますます ホレちゃったよ！」	Kinji: Wow, that's amazing!<br> I'm moved!<end><brk> Now I love her even more!	
1211	14:$6C3E	227	だいくのキンジ「すごいよな！<br> オンナのひとって！<end><brk> あんな おもいを ひきずりながら<br> それでいて カラリと わらったり<br> できるんだから！<end><brk> おれが はいりこむヨチは やっぱ<br> なかったけど・・・けど、おれ<br> あきらめないからね。<end><brk> いつか あのコを ふりむかして<br> やるもンね・・・<end>なあんちゃって。<end><brk> いじょう、オンナごころを かってに<br> かいしゃくした バカな おとこの<br> ひとりごと でした。おわり」	Kinji: Women are incredible!<end><brk> She carries all those<br> feelings<end><brk> and can still smile so<br> brightly!<end><brk> I never had a chance, of<br> course...<end><brk> but I won't give up.<end><brk> One day I'll get her to look<br> my way...<end><brk> Just kidding.<end><brk> And thus ends the rambling<br> monologue of a foolish man<end><brk> who decided for himself what<br> a woman was feeling. The end.	
1212	14:$6D22	72	だいくのキンジ「あー でっかいこえ<br> だしたら すっきりした！<end><brk> さ、かえろ かえろ。<end><br> かえって・・・<end>ヤケぐいだっ！！」<br><cF3>	Kinji: Ahh, shouting that out<br> made me feel better!<end><brk> All right, time to go home.<end><brk> Home to... eat my feelings!!<cF3>	
1213	14:$6D6B	69	だいくのキンジ「がつがつがつがつ！<end><br> がつがつがつががつ！！<end><br> がつがつがつががつがつがつ！！！」	Kinji: Chomp chomp chomp<br> chomp!<end><brk> Chomp chomp chomp chomp!!<end><brk> Chomp chomp chomp chomp<br> chomp!!!	
1214	14:$6DB1	19	だいくのキンジ「・・・・・・・・」	Kinji: ........	
1215	14:$6DC5	39	コッパ「あれ？ アイテム こっちじゃ<br> つかえないって いわなかったけ？」	Koppa: Huh? Didn't you say<br> items don't work here?	
1216	14:$6DED	36	ケヤキ「ううん？ ちがうわ。アイテム<br> とどけにきたんじゃないの」	Keyaki: Hm? No. I didn't come<br> to bring you an item.	
1217	14:$6E12	86	ケヤキ「<name>さん、あの・・<end><br> もし また むらに もどるよう<br> だったら・・・<end>そのときは、<end><brk> おまいりに つきあって？<end><br> わたし、じんじゃで まってるから」	Keyaki: <name>, um...<end><brk> If you ever come back to the<br> village...<end><brk> will you pray with me?<end><brk> I'll be waiting at the<br> shrine.	
1218	14:$6E69	22	ケヤキ「じんじゃで・・・<end>まってます」	Keyaki: I'll be waiting...<end><brk> At the shrine.	
1219	14:$6E80	30	ケヤキ「きてくれたんだ・・・<end><br> さ、おまいり しよ」<br><cF4>	Keyaki: You came...<end><brk> Come on, let's pray.<cF4>	
1220	14:$6E9F	12	ケヤキ「よし<end>、おわり」	Keyaki: All right.<end><brk> We're done.	
1221	14:$6EAC	46	ケヤキ「ありがとう。<br> つきあってくれて・・・<end>もう、<br> おもいのこすこと ないな・・・」	Keyaki: Thank you for coming<br> with me...<end><brk> Now I don't have any<br> regrets...	
1222	14:$6EDB	10	チョウモモ「ニャア」	Chomomo: Meow.	
1223	14:$6EE6	15	コッパ「あっ、ノラネコ！」<cE7>	Koppa: Hey, a stray cat!<cE7>	
1224	14:$6EF6	52	ケヤキ「このコ、たぶん タンモモの<br> きょうだいよ。<end>だから、チョウモモ<br> って なづけたの」<cE7>	Keyaki: This one is probably<br> Tanmomo's sibling.<end><brk> So I named her Chomomo.<cE7>	
1225	14:$6F2B	237	ケヤキ「わたし、ノラネコが スキ。<br> とくに じゆうな ところが・・・<end><brk> ・・わたしね、じつは ものすごく<br> だいスキな ネコが いたんだけど、<end><brk> そのコね、もう ここには かえって<br> こないかも しれないの・・・<end><brk> かといって かいネコに おさまった<br> んじゃ そのコの いちばんのよさが<br> なくなるような きがして・・・<end><brk> ・・・でね、わたし こう<br> おもうことにしたの。<end><brk> あいたくなったら いつでもおいで、<br> って・・・」<cE7>	Keyaki: I love stray cats,<br> especially how free they<br> are...<end><brk> ...The truth is, there was a<br> cat I loved very much,<end><brk> but he may never come back<br> here again...<end><brk> Yet if he settled down and<br> became a house cat,<end><brk> I think he'd lose the best<br> part of himself...<end><brk> ...So I decided to think of<br> it this way.<end><brk> Come see me whenever you<br> want.<cE7>	
1226	14:$7019	29	ケヤキ「わたしは いつも ここに<br> います・・・<end>って」<cE7>	Keyaki: I'll always be here...<end><brk> That's what I mean.<cE7>	
1227	14:$7037	54	ケヤキ「あ！ いけない！<br> わたし おかみさんに すぐに<br> もどるわ、って<end><brk> ・・・じゃあね」<br><cF3><cE7>	Keyaki: Oh! I almost forgot! I<br> told the Innkeeper I'd be<br> right back.<end><brk> ...See you.<cF3><cE7>	
1228	14:$706E	49	ケヤキ「<name>さんなら いつか<br> だっしゅつできる ひが くるわ。<br> ・・・がんばってね！」	Keyaki: I'm sure you'll find a<br> way out someday, <name>.<end><brk> ...Good luck!	
1229	14:$70A0	22	ナギ「ガ、ガマンできないよぉ・・・」	Nagi: I-I can't hold it<br> anymore...	
1230	14:$70B7	32	ナギ「ううう。もれるまえに<br> たおれちゃうよ。たすけて・・・」	Nagi: Ugh... I'm gonna<br> collapse before I wet myself.<br> Help...	
1231	14:$70BE	25	。もれるまえに<br> たおれちゃうよ。たすけて・・・」	I'm gonna collapse before I<br> wet myself. Help...	
1232	14:$70D8	13	フミ「・・・・・・・・・」	Fumi: .........	
1233	14:$70E6	12	フミ「たおれそう・・・」	Fumi: I feel like I'm going to<br> collapse...	
1234	14:$70F3	17	ポチ「ワン！ ワワン！ ワン！」	Pochi: Woof! Woof woof! Woof!	
1235	14:$7105	95	コッパ「おれは いつもフミちゃんに<br> ナデナデしてもらっていた オンギ<br> がある。<end><brk> だから おれも たすけたいんだ。<br> なかまにしてくれ・・・だってさ。<br> どうする？」	Koppa: He says Fumi always<br> petted him, so he owes her.<end><brk> He wants to help too, so let<br> him join you.<end><brk> What do you say?	
1236	14:$7165	25	<cEC:08>ポチを なかまにしますか？<br>▶はい<br> いいえ	<cEC:08>Let Pochi join you?<br><$81>Yes<br>  No	
1237	14:$7182	21	<cE0:28>いぬのポチが なかまになった！<mode1>ッ	<cE0:28>The dog Pochi joined you!<mode1><$78>	
1238	14:$7198	14	ポチ「ワワワワワーーン！」	Pochi: Woof woof woof wooooof!	
1239	14:$71A7	43	コッパ「たすけが ほしいときは<br> いつでも こえかけてくれ・・・<br> だってさ」	Koppa: He says to call him<br> anytime you need help.	
1240	14:$71D3	34	ポチ「ワン！ ワワン！ ワン！<br> （おれも なかまにしてくれ！）」	Pochi: Woof! Woof woof! Woof!<end><brk> (Let me come along too!)	
1241	14:$71F6	121	コッパ「おれは いつもフミちゃんに<br> ナデナデしてもらっていた オンギ<br> がある。<end><brk> だから おれも たすけたいんだ。<br> なかまにしてくれ・・・<end><brk> と おもったけど すでになかまが<br> いるなら いいや・・・だってさ」	Koppa: He says Fumi always<br> petted him, so he owes her.<end><brk> He wanted to help too and<br> join you...<end><brk> but since you already have<br> a companion, never mind.	
1242	14:$7270	67	ポチ「ワン！ ワワン！ ワン！<br> （おれも なかまにしてくれ・・<end><brk> と おもったけど すでになかまが<br> いるなら いいや）」	Pochi: Woof! Woof woof! Woof!<end><brk> (I wanted to come along<br> too...<end><brk> but since you already have<br> someone, never mind.)	
1243	14:$72B4	22	ポチ「ワン！<br> （がんばろうぜ！）」	Pochi: Woof! (Let's do this!)	
1244	14:$72CB	30	ポチ「ワン、ワワン！<br> （<var>なら、おれに<br> まかせろ！）」	Pochi: Woof, wuff!<br> (Leave <var> to me!)	
1245	14:$72EA	26	ポチ「クウン・・・<br> （もう ダメだ・・・）」	Pochi: Whine... (I can't go<br> on...)	
1246	14:$7305	11	ニワトリ「コケーッ！」	Rooster: Cock-a-doodle-doo!	
1247	14:$7311	158	コッパ「ワタシは しじょうさいきょう<br> のニワトリッ。<end>はっきりいって<br> ワタシは つよいッ！<end><brk> いままで だまって みてきたけど<br> むらびとの だらしなさときたら<br> もう あきれかえるワ！<end><brk> むらびとたちが いかないのなら<br> このワタシが なかまになるッ！・・<br> だってさ。どうする？」	Koppa: I am the strongest<br> rooster in history!<end><brk> To put it plainly, I am<br> strong!<end><brk> I've watched in silence until<br> now,<end><brk> but these useless villagers<br> are simply unbearable!<end><brk> If they won't go, then I<br> shall be your companion!<end><brk> That's what he says. What do<br> you want to do?	
1248	14:$73B0	26	<cEC:08>ニワトリを なかまにしますか？<br>▶はい<br> いいえ	<cEC:08>Let the Rooster join?<br><$81>Yes<br>  No	
1249	14:$73CE	19	<cE0:28>ニワトリが なかまになった！<mode1>ッ	<cE0:28>The Rooster joined you!<mode1><$78>	
1250	14:$73E2	45	ニワトリ「コケーッ！<br> （ワタシは さいきょうのニワトリ。<br> なかまとして つれてけ！）」	Rooster: Cock-a-doodle-doo!<end><brk> (I am the mightiest rooster!<br> Take me with you!)	
1251	14:$7410	184	コッパ「ワタシは しじょうさいきょう<br> のニワトリッ。<end>はっきりいって<br> ワタシは つよいッ！<end><brk> いままで だまって みてきたけど<br> むらびとの だらしなさときたら<br> もう あきれかえるワ！<end><brk> むらびとたちが いかないのなら<br> このワタシが なかまになるッ！・・<end><brk> と おもったけど すでになかまが<br> いるなら いいや・・・だってさ」	Koppa: I am the strongest<br> rooster in history!<end><brk> To put it plainly, I am<br> strong!<end><brk> I've watched in silence until<br> now,<end><brk> but these useless villagers<br> are simply unbearable!<end><brk> If they won't go, then I<br> shall be your companion!...<end><brk> is what he thought, but since<br> you already have a<br> companion,<end><brk> never mind.	
1252	14:$74C9	78	ニワトリ「コケーッ！<br> （ワタシは さいきょうのニワトリ。<br> なかまとして つれてけ！<end><brk> と おもったけど すでになかまが<br> いるなら いいっ！）」	Rooster: Cock-a-doodle-doo!<end><brk> (I am the mightiest rooster!<br> Take me with you!<end><brk> ...or I would say that, but<br> you already have someone.<br> So be it!)	
1253	14:$7518	33	ニワトリ「コッコッコッコッ！<br> （ムテキのちからをみせてやる！）」	Rooster: Cluck cluck cluck!<br> (Witness my invincible<br> power!)	
1254	14:$753A	48	ニワトリ「コケーッ！ コケーッ！<br> （<var>など、しょせん<br> ザコッ！ オロチを だせッ！）」	Rooster: Cock-a-doodle-doo!<br> Cock-a-doodle-doo!<end><brk> (<var> is mere<br> small fry! Bring me Orochi!)	
1255	14:$756B	53	ニワトリ「ゴフッ、コケコケコ・・・<br> （グフッ このワタシも ついに<br> ちからつきるときが・・・）」	Rooster: Guh, cluck cluck...<end><brk> (Guh... Even I have finally<br> run out of strength...)	
1256	14:$75A1	44	タンモモ「ニャーニャー<br> （ワガハイは、ぺケネコでし。<br> なかまに しましか？）」	Tanmomo: Mew, mew.<end><brk> (I'm a no-good kitty. Will<br> you make me your<br> companion?)	
1257	14:$75CE	26	<cEC:08>タンモモを なかまにしますか？<br>▶はい<br> いいえ	<cEC:08>Let Tanmomo join you?<br><$81>Yes<br>  No	
1258	14:$75EC	51	タンモモ「ニャーン！（ワガハイは<br> ぺケネコでし。タンモモ？・・・<br> ヘンな なまえでし！）」	Tanmomo: Meow!<end><brk> (I'm a no-good cat.<br> Tanmomo...? What a weird<br> name!)	
1259	14:$7620	36	タンモモ「ニャン、ニャニャン！<br> （<var>なんて<br> ちょろいもンでし！）」	Tanmomo: Mew, me-mew!<br> (<var> is no match!)	
